time,temp
1880-12-31,-0.746504305219911
1881-12-31,-0.7460105708226
1882-12-31,-0.7348684387202523
1883-12-31,-0.8255391329272866
1884-12-31,-1.031206029134713
1885-12-31,-0.8726157552157979
1886-12-31,-0.84766235686203
1887-12-31,-0.8595530596120424
1888-12-31,-0.721480043647885
1889-12-31,-0.5386939760334101
1890-12-31,-0.5970457677389315
1891-12-31,-0.7086588087084772
1892-12-31,-0.7320993076722955
1893-12-31,-0.8188792980906859
1894-12-31,-0.5983627623060763
1895-12-31,-0.6613489910458844
1896-12-31,-0.4373729327639657
1897-12-31,-0.5001011076066152
1898-12-31,-0.5794409343535012
1899-12-31,-0.38869446408348174
1900-12-31,-0.2732424633776646
1901-12-31,-0.30885068458506343
1902-12-31,-0.5158995809752384
1903-12-31,-0.5293743853923393
1904-12-31,-0.6632847611281775
1905-12-31,-0.4898225809000487
1906-12-31,-0.3604400411044247
1907-12-31,-0.629111517606388
1908-12-31,-0.4672661090205937
1909-12-31,-0.5456526293567173
1910-12-31,-0.5208203332017173
1911-12-31,-0.5224329870380334
1912-12-31,-0.5802841264841532
1913-12-31,-0.4510803790618636
1914-12-31,-0.25558193517616845
1915-12-31,-0.14762659277470677
1916-12-31,-0.4189823993882527
1917-12-31,-0.6754987922982649
1918-12-31,-0.4474646283098591
1919-12-31,-0.3332779668131989
1920-12-31,-0.2892093970866479
1921-12-31,-0.20345352285899096
1922-12-31,-0.34094561623242864
1923-12-31,-0.32830699004412073
1924-12-31,-0.3423597088263888
1925-12-31,-0.30998857496065896
1926-12-31,-0.09416824634631053
1927-12-31,-0.2735526014433792
1928-12-31,-0.12564720064848087
1929-12-31,-0.42240356692823305
1930-12-31,-0.2129259363379893
1931-12-31,-0.096437141199114
1932-12-31,-0.0918015866216857
1933-12-31,-0.32638127896754565
1934-12-31,-0.07823239152252211
1935-12-31,-0.22264867627855642
1936-12-31,-0.1175406534491229
1937-12-31,-0.02533501560915648
1938-12-31,0.09973710153002117
1939-12-31,-0.05244419895405287
1940-12-31,-0.061124479135108135
1941-12-31,0.012235968516289534
1942-12-31,-0.10619751577885994
1943-12-31,-0.023033862982249964
1944-12-31,0.06724900306712185
1945-12-31,-0.1620692782684852
1946-12-31,-0.02944895395245147
1947-12-31,-0.025850927267769386
1948-12-31,-0.014186794389846935
1949-12-31,-0.09004453135624135
1950-12-31,-0.1674143866493856
1951-12-31,-0.10607397726900132
1952-12-31,-0.01719263871578784
1953-12-31,0.12996953582537232
1954-12-31,-0.09593311913047638
1955-12-31,-0.15536635072397292
1956-12-31,-0.2510097048426831
1957-12-31,-0.02155427017175504
1958-12-31,0.012877380025453208
1959-12-31,0.011166020239079791
1960-12-31,-0.006980155013843821
1961-12-31,0.04407377026561232
1962-12-31,0.055764194651526634
1963-12-31,0.06015806218381514
1964-12-31,-0.21516359176364644
1965-12-31,-0.18127710824597196
1966-12-31,-0.13442792645255094
1967-12-31,0.020326036743526288
1968-12-31,-0.108033244650224
1969-12-31,0.021197808067268436
1970-12-31,0.04997847376861527
1971-12-31,-0.05753301078205656
1972-12-31,-0.0451433130135076
1973-12-31,0.22621063649929365
1974-12-31,0.01743533690496964
1975-12-31,0.07402641239277985
1976-12-31,-0.12529478431984595
1977-12-31,0.18148833244676418
1978-12-31,0.12763691830549162
1979-12-31,0.20503267555135152
1980-12-31,0.265807670903269
1981-12-31,0.41077402413295644
1982-12-31,0.11792912065975182
1983-12-31,0.30500146558410096
1984-12-31,0.17654609733648888
1985-12-31,0.20851059519846407
1986-12-31,0.2765810379050075
1987-12-31,0.35199948225004357
1988-12-31,0.4715157906941929
1989-12-31,0.39413931188254786
1990-12-31,0.6159769147879717
1991-12-31,0.48465224322187556
1992-12-31,0.2166059096846498
1993-12-31,0.22763108717450728
1994-12-31,0.36237698645084837
1995-12-31,0.5429659506009453
1996-12-31,0.4951299744115762
1997-12-31,0.528149684392352
1998-12-31,0.8102601276993457
1999-12-31,0.6248873928252653
2000-12-31,0.5822997408345701
2001-12-31,0.7455719102033947
2002-12-31,0.8299055387837928
2003-12-31,0.7866679153610509
2004-12-31,0.7669564099144668
2005-12-31,0.9043721266248596
2006-12-31,0.8298313289975479
2007-12-31,0.9696043525769817
2008-12-31,0.7488500111308735
2009-12-31,0.7942207028327153
2010-12-31,0.926453253571654
2011-12-31,0.851043982373812
2012-12-31,0.7988772414631171
2013-12-31,0.9014943967206891
2014-12-31,0.9390572123621089
2015-12-31,1.1654300087168334
2016-12-31,1.3380872946297255
2017-12-31,1.2125155771256082
2018-12-31,1.1600447853591387
2019-12-31,1.2932606884712965
2020-12-31,1.3730887701094139
2021-12-31,1.161134621678755
2022-12-31,1.2607202122707182
2023-12-31,1.5203842194675172
